Code Year       MAB     MAB40
UKR  1994     24.44     24.29
UKR  1995     24.38     24.24
UKR  1996     24.39     24.26
UKR  1997     24.54     24.41
UKR  1998     24.67     24.53
UKR  1999     24.88     24.73
UKR  2000     25.00     24.86
UKR  2001     25.23     25.08
UKR  2002     25.41     25.27
UKR  2003     25.61     25.47
UKR  2004     25.77     25.61
UKR  2005     26.02     25.85
UKR  2006     26.24     26.07
UKR  2007     26.36     26.18
UKR  2008     26.52     26.33
UKR  2009     26.76     26.54
UKR  2010     26.98     26.74
UKR  2011     27.15     26.91
UKR  2012     27.22     26.97
UKR  2013     27.32     27.05
GBR_NP  1974     26.42     26.16
GBR_NP  1975     26.48     26.24
GBR_NP  1976     26.56     26.34
GBR_NP  1977     26.67     26.45
GBR_NP  1978     26.75     26.54
GBR_NP  1979     26.86     26.66
GBR_NP  1980     26.91     26.71
GBR_NP  1981     27.04     26.83
GBR_NP  1982     27.11     26.91
GBR_NP  1983     27.21     27.00
GBR_NP  1984     27.29     27.08
GBR_NP  1985     27.32     27.12
GBR_NP  1986     27.38     27.18
GBR_NP  1987     27.45     27.25
GBR_NP  1988     27.45     27.25
GBR_NP  1989     27.56     27.35
GBR_NP  1990     27.65     27.44
GBR_NP  1991     27.71     27.49
GBR_NP  1992     27.85     27.61
GBR_NP  1993     27.95     27.70
GBR_NP  1994     28.13     27.87
GBR_NP  1995     28.19     27.92
GBR_NP  1996     28.20     27.91
GBR_NP  1997     28.29     27.99
GBR_NP  1998     28.35     28.05
GBR_NP  1999     28.39     28.08
GBR_NP  2000     28.52     28.18
GBR_NP  2001     28.60     28.25
GBR_NP  2002     28.73     28.36
GBR_NP  2003     28.86     28.50
GBR_NP  2004     28.98     28.60
GBR_NP  2005     29.08     28.69
GBR_NP  2006     29.17     28.77
GBR_NP  2007     29.30     28.88
GBR_NP  2008     29.33     28.91
GBR_NP  2009     29.40     28.96
GBR_NP  2010     29.53     29.09
GBR_NP  2011     29.70     29.23
GBR_NP  2012     29.82     29.34
GBR_NP  2013     29.99     29.50
GBR_NP  2014     30.17     29.67
GBR_NP  2015     30.30     29.78
GBR_NP  2016     30.43     29.89
GBR_NP  2017     30.51     29.96
GBR_NP  2018     30.59     30.03
GBRTENW  1938     29.01     28.34
GBRTENW  1939     28.95     28.31
GBRTENW  1940     28.78     28.14
GBRTENW  1941     28.76     28.08
GBRTENW  1942     28.88     28.23
GBRTENW  1943     29.08     28.43
GBRTENW  1944     29.28     28.66
GBRTENW  1945     29.17     28.50
GBRTENW  1946     29.11     28.56
GBRTENW  1947     28.70     28.16
GBRTENW  1948     28.45     27.90
GBRTENW  1949     28.25     27.73
GBRTENW  1950     28.22     27.72
GBRTENW  1951     28.15     27.67
GBRTENW  1952     28.06     27.59
GBRTENW  1953     27.97     27.52
GBRTENW  1954     27.90     27.45
GBRTENW  1955     27.81     27.37
GBRTENW  1956     27.68     27.26
GBRTENW  1957     27.64     27.23
GBRTENW  1958     27.57     27.18
GBRTENW  1959     27.53     27.15
GBRTENW  1960     27.52     27.13
GBRTENW  1961     27.45     27.06
GBRTENW  1962     27.37     26.99
GBRTENW  1963     27.33     26.97
GBRTENW  1964     27.34     26.97
GBRTENW  1965     27.26     26.90
GBRTENW  1966     27.14     26.79
GBRTENW  1967     27.08     26.73
GBRTENW  1968     26.97     26.64
GBRTENW  1969     26.87     26.55
GBRTENW  1970     26.72     26.42
GBRTENW  1971     26.62     26.33
GBRTENW  1972     26.52     26.24
GBRTENW  1973     26.41     26.15
GBRTENW  1974     26.36     26.12
GBRTENW  1975     26.44     26.20
GBRTENW  1976     26.52     26.30
GBRTENW  1977     26.64     26.43
GBRTENW  1978     26.72     26.52
GBRTENW  1979     26.83     26.64
GBRTENW  1980     26.89     26.69
GBRTENW  1981     27.02     26.81
GBRTENW  1982     27.11     26.90
GBRTENW  1983     27.21     27.00
GBRTENW  1984     27.28     27.08
GBRTENW  1985     27.32     27.12
GBRTENW  1986     27.38     27.18
GBRTENW  1987     27.45     27.25
GBRTENW  1988     27.45     27.25
GBRTENW  1989     27.56     27.35
GBRTENW  1990     27.65     27.44
GBRTENW  1991     27.71     27.49
GBRTENW  1992     27.85     27.62
GBRTENW  1993     27.95     27.70
GBRTENW  1994     28.12     27.87
GBRTENW  1995     28.18     27.91
GBRTENW  1996     28.19     27.90
GBRTENW  1997     28.28     27.98
GBRTENW  1998     28.34     28.04
GBRTENW  1999     28.39     28.07
GBRTENW  2000     28.51     28.17
GBRTENW  2001     28.59     28.23
GBRTENW  2002     28.72     28.35
GBRTENW  2003     28.86     28.48
GBRTENW  2004     28.96     28.58
GBRTENW  2005     29.07     28.67
GBRTENW  2006     29.16     28.75
GBRTENW  2007     29.29     28.87
GBRTENW  2008     29.32     28.89
GBRTENW  2009     29.39     28.94
GBRTENW  2010     29.52     29.07
GBRTENW  2011     29.68     29.21
GBRTENW  2012     29.81     29.32
GBRTENW  2013     29.98     29.49
GBRTENW  2014     30.16     29.65
GBRTENW  2015     30.29     29.76
GBRTENW  2016     30.42     29.88
GBRTENW  2017     30.50     29.94
GBRTENW  2018     30.59     30.02
GBR_SCO  1945     29.04     28.42
GBR_SCO  1946     29.16     28.62
GBR_SCO  1947     29.06     28.51
GBR_SCO  1948     28.92     28.34
GBR_SCO  1949     28.74     28.18
GBR_SCO  1950     28.73     28.18
GBR_SCO  1951     28.64     28.12
GBR_SCO  1952     28.56     28.06
GBR_SCO  1953     28.47     27.98
GBR_SCO  1954     28.34     27.85
GBR_SCO  1955     28.18     27.72
GBR_SCO  1956     28.03     27.59
GBR_SCO  1957     27.94     27.51
GBR_SCO  1958     27.84     27.41
GBR_SCO  1959     27.78     27.38
GBR_SCO  1960     27.73     27.34
GBR_SCO  1961     27.75     27.35
GBR_SCO  1962     27.64     27.24
GBR_SCO  1963     27.59     27.21
GBR_SCO  1964     27.57     27.18
GBR_SCO  1965     27.48     27.10
GBR_SCO  1966     27.33     26.94
GBR_SCO  1967     27.22     26.85
GBR_SCO  1968     27.09     26.75
GBR_SCO  1969     27.02     26.69
GBR_SCO  1970     26.83     26.52
GBR_SCO  1971     26.76     26.47
GBR_SCO  1972     26.61     26.33
GBR_SCO  1973     26.47     26.23
GBR_SCO  1974     26.33     26.08
GBR_SCO  1975     26.34     26.12
GBR_SCO  1976     26.40     26.20
GBR_SCO  1977     26.48     26.28
GBR_SCO  1978     26.53     26.37
GBR_SCO  1979     26.69     26.52
GBR_SCO  1980     26.70     26.54
GBR_SCO  1981     26.77     26.61
GBR_SCO  1982     26.79     26.62
GBR_SCO  1983     26.89     26.73
GBR_SCO  1984     26.95     26.78
GBR_SCO  1985     26.96     26.81
GBR_SCO  1986     27.05     26.89
GBR_SCO  1987     27.09     26.94
GBR_SCO  1988     27.15     27.01
GBR_SCO  1989     27.28     27.11
GBR_SCO  1990     27.38     27.22
GBR_SCO  1991     27.48     27.30
GBR_SCO  1992     27.61     27.44
GBR_SCO  1993     27.74     27.55
GBR_SCO  1994     27.94     27.75
GBR_SCO  1995     28.02     27.80
GBR_SCO  1996     28.07     27.84
GBR_SCO  1997     28.14     27.91
GBR_SCO  1998     28.24     27.98
GBR_SCO  1999     28.30     28.03
GBR_SCO  2000     28.43     28.16
GBR_SCO  2001     28.54     28.25
GBR_SCO  2002     28.65     28.35
GBR_SCO  2003     28.79     28.48
GBR_SCO  2004     28.94     28.61
GBR_SCO  2005     29.06     28.72
GBR_SCO  2006     29.14     28.79
GBR_SCO  2007     29.19     28.84
GBR_SCO  2008     29.26     28.89
GBR_SCO  2009     29.36     28.98
GBR_SCO  2010     29.57     29.18
GBR_SCO  2011     29.73     29.31
GBR_SCO  2012     29.82     29.41
GBR_SCO  2013     29.98     29.52
GBR_SCO  2014     30.18     29.72
GBR_SCO  2015     30.33     29.86
GBR_SCO  2016     30.43     29.92
GBR_SCO  2017     30.51     30.00
GBR_SCO  2018     30.61     30.05
GBR_NIR  1974     27.96     27.46
GBR_NIR  1975     27.92     27.45
GBR_NIR  1976     27.94     27.45
GBR_NIR  1977     27.94     27.49
GBR_NIR  1978     27.96     27.57
GBR_NIR  1979     28.07     27.66
GBR_NIR  1980     28.04     27.68
GBR_NIR  1981     28.14     27.78
GBR_NIR  1982     28.18     27.84
GBR_NIR  1983     28.24     27.87
GBR_NIR  1984     28.20     27.84
GBR_NIR  1985     28.21     27.90
GBR_NIR  1986     28.20     27.87
GBR_NIR  1987     28.23     27.90
GBR_NIR  1988     28.18     27.85
GBR_NIR  1989     28.27     27.93
GBR_NIR  1990     28.33     28.01
GBR_NIR  1991     28.32     28.01
GBR_NIR  1992     28.30     27.98
GBR_NIR  1993     28.54     28.22
GBR_NIR  1994     28.72     28.38
GBR_NIR  1995     28.78     28.48
GBR_NIR  1996     28.74     28.46
GBR_NIR  1997     28.85     28.54
GBR_NIR  1998     28.83     28.54
GBR_NIR  1999     28.76     28.45
GBR_NIR  2000     28.91     28.59
GBR_NIR  2001     29.08     28.73
GBR_NIR  2002     29.16     28.82
GBR_NIR  2003     29.27     28.93
GBR_NIR  2004     29.47     29.15
GBR_NIR  2005     29.51     29.15
GBR_NIR  2006     29.56     29.19
GBR_NIR  2007     29.72     29.36
GBR_NIR  2008     29.72     29.34
GBR_NIR  2009     29.77     29.37
GBR_NIR  2010     29.91     29.53
GBR_NIR  2011     29.97     29.53
GBR_NIR  2012     30.12     29.70
GBR_NIR  2013     30.25     29.82
GBR_NIR  2014     30.32     29.89
GBR_NIR  2015     30.50     30.04
GBR_NIR  2016     30.52     30.09
GBR_NIR  2017     30.67     30.22
GBR_NIR  2018     30.68     30.22
USA  1933     27.97     27.21
USA  1934     27.84     27.11
USA  1935     27.71     27.01
USA  1936     27.60     26.92
USA  1937     27.44     26.80
USA  1938     27.36     26.75
USA  1939     27.33     26.75
USA  1940     27.28     26.72
USA  1941     27.13     26.62
USA  1942     26.98     26.52
USA  1943     27.18     26.72
USA  1944     27.46     26.96
USA  1945     27.74     27.22
USA  1946     27.31     26.86
USA  1947     26.84     26.43
USA  1948     26.69     26.27
USA  1949     26.64     26.23
USA  1950     26.65     26.25
USA  1951     26.56     26.17
USA  1952     26.62     26.23
USA  1953     26.57     26.19
USA  1954     26.54     26.16
USA  1955     26.50     26.13
USA  1956     26.40     26.04
USA  1957     26.37     26.01
USA  1958     26.35     26.00
USA  1959     26.35     26.00
USA  1960     26.36     26.01
USA  1961     26.41     26.05
USA  1962     26.41     26.05
USA  1963     26.44     26.09
USA  1964     26.51     26.15
USA  1965     26.52     26.15
USA  1966     26.39     26.03
USA  1967     26.31     25.95
USA  1968     26.22     25.88
USA  1969     26.14     25.83
USA  1970     26.04     25.75
USA  1971     25.99     25.71
USA  1972     25.89     25.62
USA  1973     25.81     25.55
USA  1974     25.75     25.52
USA  1975     25.77     25.54
USA  1976     25.85     25.64
USA  1977     25.89     25.69
USA  1978     25.93     25.74
USA  1979     25.97     25.79
USA  1980     25.98     25.80
USA  1981     26.06     25.89
USA  1982     26.13     25.96
USA  1983     26.21     26.04
USA  1984     26.31     26.13
USA  1985     26.36     26.18
USA  1986     26.42     26.24
USA  1987     26.51     26.32
USA  1988     26.55     26.37
USA  1989     26.55     26.35
USA  1990     26.56     26.36
USA  1991     26.52     26.31
USA  1992     26.58     26.36
USA  1993     26.64     26.40
USA  1994     26.71     26.46
USA  1995     26.81     26.56
USA  1996     26.94     26.67
USA  1997     27.04     26.76
USA  1998     27.14     26.85
USA  1999     27.25     26.96
USA  2000     27.39     27.09
USA  2001     27.53     27.22
USA  2002     27.67     27.35
USA  2003     27.83     27.50
USA  2004     27.90     27.57
USA  2005     27.94     27.60
USA  2006     27.91     27.57
USA  2007     27.95     27.59
USA  2008     28.02     27.65
USA  2009     28.15     27.76
USA  2010     28.33     27.94
USA  2011     28.51     28.11
USA  2012     28.64     28.23
USA  2013     28.81     28.39
USA  2014     28.98     28.55
USA  2015     29.12     28.68
USA  2016     29.29     28.84
USA  2017     29.39     28.93
USA  2018     29.53     29.05
